Pavarde        Vardas         vidurkis            mediana             
Vardas3664     Pavarde3664    3.6                 3                   
Vardas4361     Pavarde4361    3.6                 3.4                 
Vardas814      Pavarde814     3.6                 4.2                 
Vardas3078     Pavarde3078    3.6                 3                   
Vardas5992     Pavarde5992    3.6                 4.2                 
Vardas9857     Pavarde9857    3.6                 3                   
Vardas1140     Pavarde1140    3.6                 3.4                 
Vardas2066     Pavarde2066    3.6                 3.4                 
Vardas8720     Pavarde8720    3.6                 3.4                 
Vardas9909     Pavarde9909    3.6                 3.4                 
Vardas8950     Pavarde8950    3.6                 3.8                 
Vardas6122     Pavarde6122    3.6                 3.8                 
Vardas325      Pavarde325     3.6                 3.8                 
Vardas919      Pavarde919     3.6                 2.6                 
Vardas2186     Pavarde2186    3.6                 3                   
Vardas9133     Pavarde9133    3.6                 3.4                 
Vardas6889     Pavarde6889    3.6                 3                   
Vardas3936     Pavarde3936    3.6                 3                   
Vardas3289     Pavarde3289    3.6                 3.8                 
Vardas7142     Pavarde7142    3.6                 3.8                 
Vardas7135     Pavarde7135    3.6                 3                   
Vardas9295     Pavarde9295    3.6                 3.4                 
Vardas4228     Pavarde4228    3.6                 3.4                 
Vardas5615     Pavarde5615    3.6                 3.8                 
Vardas7084     Pavarde7084    3.6                 3.4                 
Vardas7766     Pavarde7766    3.6                 4.2                 
Vardas2690     Pavarde2690    3.6                 3.8                 
Vardas738      Pavarde738     3.6                 3                   
Vardas1998     Pavarde1998    3.6                 3                   
Vardas3717     Pavarde3717    3.6                 3.4                 
Vardas6448     Pavarde6448    3.6                 3.8                 
Vardas730      Pavarde730     3.6                 4                   
Vardas246      Pavarde246     3.6                 4                   
Vardas6291     Pavarde6291    3.6                 2.8                 
Vardas1174     Pavarde1174    3.6                 3.2                 
Vardas7550     Pavarde7550    3.6                 3.6                 
Vardas476      Pavarde476     3.6                 4                   
Vardas5872     Pavarde5872    3.6                 3.6                 
Vardas8965     Pavarde8965    3.6                 4.8                 
Vardas1429     Pavarde1429    3.6                 4                   
Vardas9530     Pavarde9530    3.6                 4                   
Vardas4890     Pavarde4890    3.6                 3.6                 
Vardas597      Pavarde597     3.6                 3.2                 
Vardas6494     Pavarde6494    3.6                 3.6                 
Vardas7371     Pavarde7371    3.6                 4.4                 
Vardas3644     Pavarde3644    3.6                 4.4                 
Vardas793      Pavarde793     3.6                 3.6                 
Vardas2497     Pavarde2497    3.6                 3.6                 
Vardas8472     Pavarde8472    3.6                 3.2                 
Vardas8445     Pavarde8445    3.6                 3.2                 
Vardas3319     Pavarde3319    3.6                 4.4                 
Vardas8088     Pavarde8088    3.6                 3.6                 
Vardas4014     Pavarde4014    3.6                 4                   
Vardas2427     Pavarde2427    3.6                 4                   
Vardas4013     Pavarde4013    3.6                 3.6                 
Vardas6964     Pavarde6964    3.6                 3.6                 
Vardas2417     Pavarde2417    3.6                 3.6                 
Vardas7837     Pavarde7837    3.6                 3.6                 
Vardas7868     Pavarde7868    3.6                 3.6                 
Vardas6924     Pavarde6924    3.6                 3.2                 
Vardas3866     Pavarde3866    3.6                 4.4                 
Vardas2409     Pavarde2409    3.6                 3.2                 
Vardas5744     Pavarde5744    3.6                 3.2                 
Vardas7317     Pavarde7317    3.6                 3.6                 
Vardas7247     Pavarde7247    3.6                 4                   
Vardas3212     Pavarde3212    3.6                 4                   
Vardas8114     Pavarde8114    3.6                 4                   
Vardas3470     Pavarde3470    3.6                 4                   
Vardas8153     Pavarde8153    3.6                 3.6                 
Vardas3813     Pavarde3813    3.6                 3.6                 
Vardas2067     Pavarde2067    3.6                 4.4                 
Vardas2286     Pavarde2286    3.6                 4                   
Vardas3587     Pavarde3587    3.6                 3.2                 
Vardas609      Pavarde609     3.6                 3.6                 
Vardas8228     Pavarde8228    3.6                 4                   
Vardas1264     Pavarde1264    3.6                 3.6                 
Vardas5777     Pavarde5777    3.6                 3.6                 
Vardas7412     Pavarde7412    3.6                 4.4                 
Vardas2959     Pavarde2959    3.6                 4.4                 
Vardas2003     Pavarde2003    3.6                 3.6                 
Vardas1956     Pavarde1956    3.6                 4                   
Vardas8050     Pavarde8050    3.6                 3.2                 
Vardas3601     Pavarde3601    3.6                 3.6                 
Vardas8316     Pavarde8316    3.6                 4                   
Vardas3986     Pavarde3986    3.6                 3.6                 
Vardas3471     Pavarde3471    3.6                 3.6                 
Vardas1834     Pavarde1834    3.6                 3.6                 
Vardas4283     Pavarde4283    3.6                 3.2                 
Vardas9454     Pavarde9454    3.6                 4.4                 
Vardas9289     Pavarde9289    3.6                 3.6                 
Vardas5625     Pavarde5625    3.6                 3.6                 
Vardas6695     Pavarde6695    3.6                 3.6                 
Vardas4933     Pavarde4933    3.6                 3.2                 
Vardas9619     Pavarde9619    3.6                 3.2                 
Vardas9799     Pavarde9799    3.6                 3.2                 
Vardas4277     Pavarde4277    3.6                 2.8                 
Vardas5641     Pavarde5641    3.6                 3.2                 
Vardas5171     Pavarde5171    3.6                 3.6                 
Vardas8057     Pavarde8057    3.6                 3.6                 
Vardas4574     Pavarde4574    3.6                 2.8                 
Vardas7739     Pavarde7739    3.6                 3.6                 
Vardas3886     Pavarde3886    3.6                 3.2                 
Vardas8346     Pavarde8346    3.6                 3.2                 
Vardas7036     Pavarde7036    3.6                 3.4                 
Vardas1288     Pavarde1288    3.6                 3.8                 
Vardas4635     Pavarde4635    3.6                 3.4                 
Vardas6019     Pavarde6019    3.6                 3                   
Vardas6983     Pavarde6983    3.6                 3.8                 
Vardas8528     Pavarde8528    3.6                 4.6                 
Vardas2854     Pavarde2854    3.6                 3.8                 
Vardas4251     Pavarde4251    3.6                 4.2                 
Vardas1398     Pavarde1398    3.6                 3.4                 
Vardas4834     Pavarde4834    3.6                 4.6                 
Vardas1201     Pavarde1201    3.6                 3.4                 
Vardas8354     Pavarde8354    3.6                 3                   
Vardas737      Pavarde737     3.6                 3.4                 
Vardas8515     Pavarde8515    3.6                 3.8                 
Vardas2960     Pavarde2960    3.6                 3                   
Vardas3051     Pavarde3051    3.6                 3                   
Vardas5891     Pavarde5891    3.6                 3.4                 
Vardas1263     Pavarde1263    3.6                 3                   
Vardas8651     Pavarde8651    3.6                 3.4                 
Vardas1978     Pavarde1978    3.6                 3.4                 
Vardas9742     Pavarde9742    3.6                 3                   
Vardas3958     Pavarde3958    3.6                 4.2                 
Vardas5227     Pavarde5227    3.6                 3.8                 
Vardas267      Pavarde267     3.6                 3.8                 
Vardas7609     Pavarde7609    3.6                 4.2                 
Vardas3338     Pavarde3338    3.6                 2.6                 
Vardas216      Pavarde216     3.6                 2.6                 
Vardas6917     Pavarde6917    3.6                 4.2                 
Vardas1212     Pavarde1212    3.6                 3.8                 
Vardas7002     Pavarde7002    3.6                 3.4                 
Vardas2812     Pavarde2812    3.6                 2.6                 
Vardas5818     Pavarde5818    3.6                 3                   
Vardas1508     Pavarde1508    3.6                 3.4                 
Vardas7782     Pavarde7782    3.6                 3.8                 
Vardas6097     Pavarde6097    3.6                 3.4                 
Vardas8020     Pavarde8020    3.6                 3                   
Vardas4557     Pavarde4557    3.6                 3.4                 
Vardas2602     Pavarde2602    3.6                 3.8                 
Vardas1085     Pavarde1085    3.6                 3.8                 
Vardas8103     Pavarde8103    3.6                 3.4                 
Vardas9790     Pavarde9790    3.6                 3.4                 
Vardas7833     Pavarde7833    3.6                 3.8                 
Vardas767      Pavarde767     3.6                 3.8                 
Vardas3063     Pavarde3063    3.6                 2.6                 
Vardas2544     Pavarde2544    3.6                 3.4                 
Vardas390      Pavarde390     3.6                 3.4                 
Vardas5205     Pavarde5205    3.6                 2.6                 
Vardas617      Pavarde617     3.6                 3.4                 
Vardas1660     Pavarde1660    3.6                 3.8                 
Vardas5395     Pavarde5395    3.6                 3.4                 
Vardas5556     Pavarde5556    3.6                 3.8                 
Vardas2180     Pavarde2180    3.6                 3.8                 
Vardas4409     Pavarde4409    3.6                 3.4                 
Vardas6927     Pavarde6927    3.6                 3.4                 
Vardas6023     Pavarde6023    3.6                 3.8                 
Vardas3994     Pavarde3994    3.6                 3                   
Vardas4359     Pavarde4359    3.6                 3.8                 
Vardas4273     Pavarde4273    3.6                 2.6                 
Vardas5212     Pavarde5212    3.6                 3.4                 
Vardas9233     Pavarde9233    3.6                 3                   
Vardas6522     Pavarde6522    3.5                 2.8                 
Vardas1604     Pavarde1604    3.5                 3.2                 
Vardas2798     Pavarde2798    3.5                 3.6                 
Vardas4293     Pavarde4293    3.5                 2.8                 
Vardas798      Pavarde798     3.5                 3.6                 
Vardas8141     Pavarde8141    3.5                 3.2                 
Vardas387      Pavarde387     3.5                 3.2                 
Vardas6828     Pavarde6828    3.5                 4.4                 
Vardas4755     Pavarde4755    3.5                 4                   
Vardas7806     Pavarde7806    3.5                 4.4                 
Vardas1518     Pavarde1518    3.5                 4                   
Vardas9573     Pavarde9573    3.5                 4                   
Vardas4352     Pavarde4352    3.5                 3.6                 
Vardas1480     Pavarde1480    3.5                 3.6                 
Vardas5896     Pavarde5896    3.5                 3.2                 
Vardas3921     Pavarde3921    3.5                 3.6                 
Vardas2919     Pavarde2919    3.5                 4                   
Vardas2259     Pavarde2259    3.5                 2.8                 
Vardas4470     Pavarde4470    3.5                 4                   
Vardas4821     Pavarde4821    3.5                 3.2                 
Vardas2401     Pavarde2401    3.5                 3.6                 
Vardas6386     Pavarde6386    3.5                 3.6                 
Vardas256      Pavarde256     3.5                 3.6                 
Vardas4224     Pavarde4224    3.5                 4                   
Vardas9654     Pavarde9654    3.5                 3.2                 
Vardas5114     Pavarde5114    3.5                 4                   
Vardas4979     Pavarde4979    3.5                 4                   
Vardas9038     Pavarde9038    3.5                 4                   
Vardas9700     Pavarde9700    3.5                 3.2                 
Vardas5400     Pavarde5400    3.5                 3.6                 
Vardas4888     Pavarde4888    3.5                 3.2                 
Vardas5093     Pavarde5093    3.5                 3.2                 
Vardas5960     Pavarde5960    3.5                 3.6                 
Vardas116      Pavarde116     3.5                 3.2                 
Vardas6006     Pavarde6006    3.5                 4                   
Vardas6915     Pavarde6915    3.5                 2.8                 
Vardas3736     Pavarde3736    3.5                 3.6                 
Vardas1081     Pavarde1081    3.5                 2.8                 
Vardas8340     Pavarde8340    3.5                 3.6                 
Vardas8348     Pavarde8348    3.5                 4                   
Vardas7526     Pavarde7526    3.5                 3.6                 
Vardas1113     Pavarde1113    3.5                 3.6                 
Vardas1117     Pavarde1117    3.5                 4                   
Vardas7536     Pavarde7536    3.5                 3.6                 
Vardas1257     Pavarde1257    3.5                 4                   
Vardas3408     Pavarde3408    3.5                 4                   
Vardas1139     Pavarde1139    3.5                 3.2                 
Vardas6143     Pavarde6143    3.5                 3.6                 
Vardas2597     Pavarde2597    3.5                 3.2                 
Vardas3578     Pavarde3578    3.5                 2.8                 
Vardas7072     Pavarde7072    3.5                 3.2                 
Vardas2554     Pavarde2554    3.5                 4                   
Vardas7195     Pavarde7195    3.5                 3.6                 
Vardas1826     Pavarde1826    3.5                 3.6                 
Vardas2549     Pavarde2549    3.5                 3.6                 
Vardas1768     Pavarde1768    3.5                 3.6                 
Vardas579      Pavarde579     3.5                 3.6                 
Vardas9358     Pavarde9358    3.5                 4                   
Vardas5562     Pavarde5562    3.5                 2.8                 
Vardas9200     Pavarde9200    3.5                 3.2                 
Vardas5303     Pavarde5303    3.5                 3.6                 
Vardas5304     Pavarde5304    3.5                 4                   
Vardas7940     Pavarde7940    3.5                 3.2                 
Vardas2507     Pavarde2507    3.5                 3.2                 
Vardas8855     Pavarde8855    3.5                 3.6                 
Vardas537      Pavarde537     3.5                 3.6                 
Vardas1882     Pavarde1882    3.5                 2.8                 
Vardas2698     Pavarde2698    3.5                 3.2                 
Vardas7240     Pavarde7240    3.5                 3.6                 
Vardas3689     Pavarde3689    3.5                 4                   
Vardas7030     Pavarde7030    3.5                 3.2                 
Vardas2366     Pavarde2366    3.5                 3.2                 
Vardas4279     Pavarde4279    3.5                 3.6                 
Vardas5200     Pavarde5200    3.5                 3.2                 
Vardas4340     Pavarde4340    3.5                 3                   
Vardas9457     Pavarde9457    3.5                 3.4                 
Vardas581      Pavarde581     3.5                 3                   
Vardas6853     Pavarde6853    3.5                 4.2                 
Vardas2824     Pavarde2824    3.5                 3.8                 
Vardas6461     Pavarde6461    3.5                 3.4                 
Vardas5530     Pavarde5530    3.5                 3                   
Vardas3483     Pavarde3483    3.5                 3.4                 
Vardas2335     Pavarde2335    3.5                 4.2                 
Vardas165      Pavarde165     3.5                 3                   
Vardas4524     Pavarde4524    3.5                 3.4                 
Vardas6874     Pavarde6874    3.5                 3.8                 
Vardas2717     Pavarde2717    3.5                 3.8                 
Vardas8139     Pavarde8139    3.5                 3.8                 
Vardas8454     Pavarde8454    3.5                 3.4                 
Vardas5743     Pavarde5743    3.5                 3.4                 
Vardas7613     Pavarde7613    3.5                 3.4                 
Vardas7874     Pavarde7874    3.5                 3.8                 
Vardas1262     Pavarde1262    3.5                 4.2                 
Vardas2865     Pavarde2865    3.5                 3.8                 
Vardas5036     Pavarde5036    3.5                 3.4                 
Vardas7204     Pavarde7204    3.5                 3.8                 
Vardas5141     Pavarde5141    3.5                 3.8                 
Vardas9189     Pavarde9189    3.5                 3.4                 
Vardas4734     Pavarde4734    3.5                 3.8                 
Vardas8220     Pavarde8220    3.5                 3.4                 
Vardas5870     Pavarde5870    3.5                 4.2                 
Vardas5048     Pavarde5048    3.5                 3.8                 
Vardas559      Pavarde559     3.5                 3.4                 
Vardas9307     Pavarde9307    3.5                 3.8                 
Vardas8931     Pavarde8931    3.5                 3.8                 
Vardas6504     Pavarde6504    3.5                 3.4                 
Vardas4449     Pavarde4449    3.5                 4.2                 
Vardas856      Pavarde856     3.5                 3.8                 
Vardas9018     Pavarde9018    3.5                 3.4                 
Vardas2068     Pavarde2068    3.5                 3.4                 
Vardas9202     Pavarde9202    3.5                 3.8                 
Vardas3491     Pavarde3491    3.5                 2.6                 
Vardas4416     Pavarde4416    3.5                 3.4                 
Vardas1029     Pavarde1029    3.5                 2.6                 
Vardas8683     Pavarde8683    3.5                 3                   
Vardas6596     Pavarde6596    3.5                 3                   
Vardas9701     Pavarde9701    3.5                 3                   
Vardas8147     Pavarde8147    3.5                 3.8                 
Vardas2311     Pavarde2311    3.5                 3.4                 
Vardas6953     Pavarde6953    3.5                 3.4                 
Vardas4458     Pavarde4458    3.5                 3                   
Vardas1175     Pavarde1175    3.5                 3.4                 
Vardas1363     Pavarde1363    3.5                 3.8                 
Vardas7933     Pavarde7933    3.5                 3.8                 
Vardas8129     Pavarde8129    3.5                 3                   
Vardas771      Pavarde771     3.5                 3.4                 
Vardas1121     Pavarde1121    3.5                 3                   
Vardas7012     Pavarde7012    3.5                 3.4                 
Vardas6259     Pavarde6259    3.5                 3.4                 
Vardas1169     Pavarde1169    3.5                 3                   
Vardas9053     Pavarde9053    3.5                 3.4                 
Vardas9078     Pavarde9078    3.5                 3                   
Vardas3729     Pavarde3729    3.5                 3                   
Vardas7148     Pavarde7148    3.5                 3.8                 
Vardas2731     Pavarde2731    3.5                 3                   
Vardas8436     Pavarde8436    3.5                 3.4                 
Vardas2390     Pavarde2390    3.5                 3.4                 
Vardas6679     Pavarde6679    3.5                 3.4                 
Vardas5330     Pavarde5330    3.5                 3                   
Vardas3841     Pavarde3841    3.5                 3.4                 
Vardas900      Pavarde900     3.5                 3.4                 
Vardas5714     Pavarde5714    3.5                 3.4                 
Vardas1684     Pavarde1684    3.4                 3.2                 
Vardas879      Pavarde879     3.4                 3.2                 
Vardas261      Pavarde261     3.4                 3.6                 
Vardas7582     Pavarde7582    3.4                 3.2                 
Vardas3228     Pavarde3228    3.4                 3.2                 
Vardas956      Pavarde956     3.4                 3.2                 
Vardas2836     Pavarde2836    3.4                 3.6                 
Vardas465      Pavarde465     3.4                 3.6                 
Vardas475      Pavarde475     3.4                 4                   
Vardas7877     Pavarde7877    3.4                 4                   
Vardas7738     Pavarde7738    3.4                 3.6                 
Vardas1087     Pavarde1087    3.4                 2.8                 
Vardas4043     Pavarde4043    3.4                 2.8                 
Vardas6553     Pavarde6553    3.4                 3.6                 
Vardas1680     Pavarde1680    3.4                 3.6                 
Vardas8694     Pavarde8694    3.4                 3.6                 
Vardas4072     Pavarde4072    3.4                 3.6                 
Vardas3611     Pavarde3611    3.4                 4                   
Vardas9589     Pavarde9589    3.4                 3.6                 
Vardas9393     Pavarde9393    3.4                 3.2                 
Vardas4460     Pavarde4460    3.4                 3.2                 
Vardas6178     Pavarde6178    3.4                 3.6                 
Vardas7944     Pavarde7944    3.4                 2.8                 
Vardas1481     Pavarde1481    3.4                 3.6                 
Vardas2612     Pavarde2612    3.4                 3.2                 
Vardas6840     Pavarde6840    3.4                 3.2                 
Vardas1161     Pavarde1161    3.4                 3.2                 
Vardas7815     Pavarde7815    3.4                 2.8                 
Vardas5042     Pavarde5042    3.4                 4                   
Vardas5873     Pavarde5873    3.4                 3.6                 
Vardas7681     Pavarde7681    3.4                 4                   
Vardas5023     Pavarde5023    3.4                 4                   
Vardas4959     Pavarde4959    3.4                 3.6                 
Vardas661      Pavarde661     3.4                 3.2                 
Vardas5519     Pavarde5519    3.4                 3.6                 
Vardas5520     Pavarde5520    3.4                 3.2                 
Vardas2589     Pavarde2589    3.4                 4.4                 
Vardas7315     Pavarde7315    3.4                 3.2                 
Vardas8764     Pavarde8764    3.4                 3.2                 
Vardas9648     Pavarde9648    3.4                 3.6                 
Vardas7001     Pavarde7001    3.4                 3.2                 
Vardas6821     Pavarde6821    3.4                 2.8                 
Vardas7666     Pavarde7666    3.4                 3.2                 
Vardas5965     Pavarde5965    3.4                 3.6                 
Vardas4166     Pavarde4166    3.4                 3.2                 
Vardas1444     Pavarde1444    3.4                 3.6                 
Vardas3983     Pavarde3983    3.4                 3.2                 
Vardas8560     Pavarde8560    3.4                 2.8                 
Vardas3134     Pavarde3134    3.4                 3.6                 
Vardas4375     Pavarde4375    3.4                 3.6                 
Vardas6503     Pavarde6503    3.4                 3.6                 
Vardas7745     Pavarde7745    3.4                 4.4                 
Vardas2515     Pavarde2515    3.4                 3.2                 
Vardas9323     Pavarde9323    3.4                 3.6                 
Vardas8319     Pavarde8319    3.4                 3.6                 
Vardas3515     Pavarde3515    3.4                 4                   
Vardas226      Pavarde226     3.4                 3.6                 
Vardas7709     Pavarde7709    3.4                 3.6                 
Vardas6247     Pavarde6247    3.4                 3.2                 
Vardas9258     Pavarde9258    3.4                 3.6                 
Vardas1897     Pavarde1897    3.4                 4                   
Vardas4514     Pavarde4514    3.4                 3.6                 
Vardas789      Pavarde789     3.4                 3.6                 
Vardas7990     Pavarde7990    3.4                 4                   
Vardas4345     Pavarde4345    3.4                 3.6                 
Vardas2228     Pavarde2228    3.4                 3.2                 
Vardas4570     Pavarde4570    3.4                 3.6                 
Vardas2406     Pavarde2406    3.4                 3.6                 
Vardas1847     Pavarde1847    3.4                 4                   
Vardas481      Pavarde481     3.4                 3.4                 
Vardas2367     Pavarde2367    3.4                 3.8                 
Vardas5501     Pavarde5501    3.4                 3.4                 
Vardas4907     Pavarde4907    3.4                 3.4                 
Vardas4590     Pavarde4590    3.4                 3.8                 
Vardas3180     Pavarde3180    3.4                 3.8                 
Vardas8392     Pavarde8392    3.4                 3.8                 
Vardas3153     Pavarde3153    3.4                 3.4                 
Vardas7468     Pavarde7468    3.4                 3.8                 
Vardas2647     Pavarde2647    3.4                 3                   
Vardas5592     Pavarde5592    3.4                 3.8                 
Vardas9615     Pavarde9615    3.4                 3.4                 
Vardas3521     Pavarde3521    3.4                 3.8                 
Vardas5813     Pavarde5813    3.4                 3.4                 
Vardas2992     Pavarde2992    3.4                 3.4                 
Vardas5713     Pavarde5713    3.4                 3                   
Vardas1864     Pavarde1864    3.4                 3.4                 
Vardas2596     Pavarde2596    3.4                 3.8                 
Vardas7181     Pavarde7181    3.4                 3.8                 
Vardas8558     Pavarde8558    3.4                 3.4                 
Vardas7703     Pavarde7703    3.4                 3.4                 
Vardas6055     Pavarde6055    3.4                 3.8                 
Vardas3831     Pavarde3831    3.4                 3.4                 
Vardas7439     Pavarde7439    3.4                 3.8                 
Vardas144      Pavarde144     3.4                 3.4                 
Vardas8252     Pavarde8252    3.4                 3                   
Vardas330      Pavarde330     3.4                 3.4                 
Vardas1798     Pavarde1798    3.4                 3.4                 
Vardas1474     Pavarde1474    3.4                 3.8                 
Vardas8216     Pavarde8216    3.4                 3.4                 
Vardas6623     Pavarde6623    3.4                 3.4                 
Vardas6344     Pavarde6344    3.4                 3.4                 
Vardas4631     Pavarde4631    3.4                 3.4                 
Vardas8772     Pavarde8772    3.4                 3.8                 
Vardas3211     Pavarde3211    3.4                 3.8                 
Vardas1831     Pavarde1831    3.4                 3.4                 
Vardas3142     Pavarde3142    3.4                 3.4                 
Vardas3006     Pavarde3006    3.4                 2.6                 
Vardas3862     Pavarde3862    3.4                 3.4                 
Vardas3908     Pavarde3908    3.4                 3                   
Vardas2847     Pavarde2847    3.4                 3.4                 
Vardas2834     Pavarde2834    3.4                 3.8                 
Vardas8625     Pavarde8625    3.4                 3                   
Vardas4707     Pavarde4707    3.4                 3.4                 
Vardas8682     Pavarde8682    3.4                 2.6                 
Vardas8728     Pavarde8728    3.4                 3.4                 
Vardas2607     Pavarde2607    3.4                 3.4                 
Vardas570      Pavarde570     3.4                 3.4                 
Vardas1862     Pavarde1862    3.4                 3                   
Vardas8853     Pavarde8853    3.4                 3.8                 
Vardas740      Pavarde740     3.4                 3.8                 
Vardas8206     Pavarde8206    3.4                 3                   
Vardas6993     Pavarde6993    3.4                 3.4                 
Vardas4204     Pavarde4204    3.4                 3.4                 
Vardas2298     Pavarde2298    3.4                 3                   
Vardas8182     Pavarde8182    3.4                 3                   
Vardas4618     Pavarde4618    3.4                 3.4                 
Vardas5439     Pavarde5439    3.4                 2.6                 
Vardas302      Pavarde302     3.4                 3                   
Vardas6875     Pavarde6875    3.4                 3.4                 
Vardas7723     Pavarde7723    3.4                 3                   
Vardas6897     Pavarde6897    3.4                 3                   
Vardas6903     Pavarde6903    3.4                 3                   
Vardas4422     Pavarde4422    3.4                 3.4                 
Vardas9974     Pavarde9974    3.4                 3.8                 
Vardas3042     Pavarde3042    3.4                 2.6                 
Vardas6136     Pavarde6136    3.4                 3                   
Vardas5058     Pavarde5058    3.4                 3.4                 
Vardas5131     Pavarde5131    3.4                 3.6                 
Vardas654      Pavarde654     3.4                 3.2                 
Vardas2906     Pavarde2906    3.4                 2.8                 
Vardas2126     Pavarde2126    3.4                 2.8                 
Vardas8318     Pavarde8318    3.4                 3.6                 
Vardas1710     Pavarde1710    3.4                 2.8                 
Vardas4377     Pavarde4377    3.4                 3.2                 
Vardas8557     Pavarde8557    3.4                 3.2                 
Vardas6735     Pavarde6735    3.4                 3.6                 
Vardas9969     Pavarde9969    3.4                 3.2                 
Vardas2112     Pavarde2112    3.4                 3.6                 
Vardas9590     Pavarde9590    3.4                 3.2                 
Vardas2087     Pavarde2087    3.4                 4                   
Vardas4067     Pavarde4067    3.4                 3.2                 
Vardas130      Pavarde130     3.4                 3.6                 
Vardas9736     Pavarde9736    3.4                 3.6                 
Vardas9488     Pavarde9488    3.4                 3.2                 
Vardas4578     Pavarde4578    3.4                 3.6                 
Vardas1072     Pavarde1072    3.4                 2.8                 
Vardas7039     Pavarde7039    3.4                 3.6                 
Vardas6438     Pavarde6438    3.4                 3.6                 
Vardas5683     Pavarde5683    3.4                 2.8                 
Vardas2323     Pavarde2323    3.4                 3.6                 
Vardas2341     Pavarde2341    3.4                 3.2                 
Vardas5542     Pavarde5542    3.4                 3.6                 
Vardas7023     Pavarde7023    3.4                 3.2                 
Vardas7107     Pavarde7107    3.4                 3.2                 
Vardas9878     Pavarde9878    3.4                 3.6                 
Vardas6808     Pavarde6808    3.4                 2.8                 
Vardas9812     Pavarde9812    3.4                 3.6                 
Vardas4588     Pavarde4588    3.4                 3.2                 
Vardas4597     Pavarde4597    3.4                 2.8                 
Vardas3816     Pavarde3816    3.4                 3.2                 
Vardas2758     Pavarde2758    3.4                 3.6                 
Vardas7445     Pavarde7445    3.4                 3.2                 
Vardas7692     Pavarde7692    3.4                 3.2                 
Vardas40       Pavarde40      3.4                 2.8                 
Vardas9059     Pavarde9059    3.4                 4                   
Vardas3428     Pavarde3428    3.4                 3.2                 
Vardas8762     Pavarde8762    3.4                 2.8                 
Vardas1064     Pavarde1064    3.4                 3.6                 
Vardas5465     Pavarde5465    3.4                 3.6                 
Vardas7754     Pavarde7754    3.4                 3.6                 
Vardas5292     Pavarde5292    3.4                 3.2                 
Vardas8210     Pavarde8210    3.4                 3.6                 
Vardas292      Pavarde292     3.4                 2.8                 
Vardas3733     Pavarde3733    3.4                 2.8                 
Vardas2234     Pavarde2234    3.4                 3.6                 
Vardas6042     Pavarde6042    3.4                 3.2                 
Vardas1903     Pavarde1903    3.4                 3.2                 
Vardas3567     Pavarde3567    3.4                 2.8                 
Vardas9546     Pavarde9546    3.4                 3.6                 
Vardas4627     Pavarde4627    3.4                 3.2                 
Vardas7957     Pavarde7957    3.4                 3.6                 
Vardas2353     Pavarde2353    3.4                 3.6                 
Vardas1523     Pavarde1523    3.4                 3.6                 
Vardas2387     Pavarde2387    3.4                 3.6                 
Vardas1961     Pavarde1961    3.4                 2.8                 
Vardas248      Pavarde248     3.4                 3.6                 
Vardas3960     Pavarde3960    3.4                 3.2                 
Vardas1981     Pavarde1981    3.4                 3.6                 
Vardas8118     Pavarde8118    3.4                 3.2                 
Vardas2372     Pavarde2372    3.4                 3.2                 
Vardas1438     Pavarde1438    3.4                 2.8                 
Vardas675      Pavarde675     3.4                 3.2                 
Vardas6830     Pavarde6830    3.4                 3.2                 
Vardas7882     Pavarde7882    3.3                 3.8                 
Vardas9445     Pavarde9445    3.3                 3.8                 
Vardas9255     Pavarde9255    3.3                 3.4                 
Vardas322      Pavarde322     3.3                 2.6                 
Vardas3091     Pavarde3091    3.3                 3.8                 
Vardas9964     Pavarde9964    3.3                 3.4                 
Vardas1033     Pavarde1033    3.3                 3.4                 
Vardas1016     Pavarde1016    3.3                 3.8                 
Vardas8442     Pavarde8442    3.3                 3.4                 
Vardas4402     Pavarde4402    3.3                 4.2                 
Vardas7541     Pavarde7541    3.3                 3                   
Vardas6188     Pavarde6188    3.3                 3.8                 
Vardas6894     Pavarde6894    3.3                 3.4                 
Vardas8374     Pavarde8374    3.3                 3.8                 
Vardas6850     Pavarde6850    3.3                 3.8                 
Vardas4564     Pavarde4564    3.3                 3                   
Vardas5666     Pavarde5666    3.3                 3                   
Vardas9754     Pavarde9754    3.3                 3.4                 
Vardas1982     Pavarde1982    3.3                 3.4                 
Vardas980      Pavarde980     3.3                 3                   
Vardas9412     Pavarde9412    3.3                 3.8                 
Vardas1306     Pavarde1306    3.3                 3.8                 
Vardas1599     Pavarde1599    3.3                 3.8                 
Vardas9507     Pavarde9507    3.3                 3.4                 
Vardas7485     Pavarde7485    3.3                 3.8                 
Vardas5518     Pavarde5518    3.3                 3.8                 
Vardas1409     Pavarde1409    3.3                 3.8                 
Vardas5136     Pavarde5136    3.3                 3.4                 
Vardas1723     Pavarde1723    3.3                 3.8                 
Vardas3359     Pavarde3359    3.3                 3.4                 
Vardas8227     Pavarde8227    3.3                 3.4                 
Vardas8331     Pavarde8331    3.3                 3                   
Vardas358      Pavarde358     3.3                 3.4                 
Vardas5962     Pavarde5962    3.3                 3.4                 
Vardas5285     Pavarde5285    3.3                 3                   
Vardas4994     Pavarde4994    3.3                 3.8                 
Vardas2904     Pavarde2904    3.3                 3.4                 
Vardas2262     Pavarde2262    3.3                 3                   
Vardas4439     Pavarde4439    3.3                 3.4                 
Vardas2884     Pavarde2884    3.3                 3.4                 
Vardas3851     Pavarde3851    3.3                 3.4                 
